candidate_id,trait_name,accepted_species,normalized_value,source_url,source_excerpt,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,audit_hash
efloras-medium:4d72c425d51d50f691af63b8,inflorescence_display,Elatostema balansae,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242319866,"Male inflorescences solitary, simple, 8-9 × 4-7 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0bfab407a0bff232f3a423a688ad6085f29497479cc5da46ef2903e78a50d7ec
efloras-medium:b09944a46ece610aba5bbbb6,inflorescence_display,Pilea notata,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006423,Inflorescences solitary;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0c2ed141bd63d962267e71e2d5da1d255873dad06abc82729276c4115a7f9850
efloras-medium:1df883fb33895778179df47a,inflorescence_display,Castanopsis fargesii,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006238,"Female inflorescences solitary, glabrous, to 30 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0cefc211281aaed1b37dcbfbedfc799205e25167b0ba38112b6abff9b6add13f
efloras-medium:63e2630afb3b0f04a13426c6,inflorescence_display,Helianthus annuus,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024005,Capitula 1-9;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0cfa33264dd567156eca979599b34760c21dc9c368a05b3549ce5ecdb3a1872b
efloras-medium:6be1f9c20929b65202b25ed6,inflorescence_display,Rhaphidophora peepla,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027322,"Inflorescences solitary, terminal on lateral free branches;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0d0abd141976722025c5fdbe7bc8dde0053a5358ec3654fcc0f595b9ab26518a
efloras-medium:91b9d620bb9d3fe83b2c3d5b,inflorescence_display,Amorphophallus hirtus,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027146,"Inflorescence solitary, long pedunculate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0daec50a7f7207631e27621471b9c2d02351d1e0d12adec8cc495a4c766bccf1
efloras-medium:ec3b57ec40ba57a1ff2958e1,inflorescence_display,Pilea somae,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242414792,"Inflorescences in pairs, male a dichotomously branched paniculate cyme, 2.4-6.5 cm overall, peduncle 2.5-4.5 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,0f6c015bf17caebfba882b1060123dfb2974c7a85c2778263bd1bba48d9645aa
efloras-medium:cbecc987ff562728b7b9125f,inflorescence_display,Morinda citrifolia,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022155,Inflorescence solitary and leaf-opposed;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1003c32ebbd6bbf736dc3bfca03c4a208adebead5b702ae90f39533d91ca3f61
efloras-medium:7421f104a36a44aabddb027b,inflorescence_display,Solanum aethiopicum,few_flowered,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200020574,"Inflorescences extra-axillary, few flowered, race-mose;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,10bc594021dc0ac8ef42635b6c1c73d8ea51e331765a7ac1ae24956d1aeaa021
efloras-medium:f21ab1eacbf1dadcb99b5e43,inflorescence_display,Smilax scobinicaulis,umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027955,"Inflorescence of 1 umbel, basally not prophyllate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,11d8df09a691266b31fbbd237781cb798b316e11b43b5125b297553c7d3a95dd
efloras-medium:0c6457dd6cb60019049b273f,inflorescence_display,Artemisia caruifolia,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242420542,Capitula many;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,12103da89195c0770bf915c6c4e890b602822e3ec715b8024ef48e389777e6e4
efloras-medium:ba497f98f990590fdb93a3ad,inflorescence_display,Gynura bicolor,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413299,"Capitula numerous, ca. 10 mm in diam., in terminal lax corymbs;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,12454cf194c820a2d0c3cc27d28ed250c9e5a5517888a2f39ff72653085410b4
efloras-medium:262f39b1bf32a0899b62a6c4,inflorescence_display,Prunus maritima,umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250100397,"Inflorescences 2–4-flowered, umbellate fascicles",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,12481f1e62133700aae72228110e54e4d9061d015aa8793f10840d11ac9eb8ef
efloras-medium:2af99328453cb8fc35d9d5ec,inflorescence_display,Atriplex linearis,few_flowered|raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242415607,Pistillate flowers paniculate or in few-flowered axillary glomerules,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,129376d4220644f9fa43142c31264faf0702b956c4743932d76eb1c41d47ea34
efloras-medium:0f512430e7360a363e215ef2,inflorescence_display,Bidens pilosa,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023537,Capitula radiate or discoid;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,12d85e6f3fa4c9b8c30cd12c8dd8b70f13265b39f024f0a83bddcdd5d2bb7c04
efloras-medium:3a35267c5badbc6035b37232,inflorescence_display,Elatostema monandrum,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242319972,"Female inflorescences solitary, 2-5 mm in diam., sessile;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,13696af3c35d828e89f1e9d925913b6d423f9eb9bdc1617856a6404a41c3166c
efloras-medium:669f4b78b2911edeabf3705b,inflorescence_display,Eschenbachia aegyptiaca,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250097851,"Capitula 12-15 mm in diam., 2-4 in dense corymbiform synflorescences;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1436ec8b80ba239df66793378be24bd4e57e1eb4ba9af11403ed4abf34af5b12
efloras-medium:2a01297d60d5e012597049a7,inflorescence_display,Lobelia zeylanica,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200022985,Flowers solitary and axillary;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,15991c9174000e408be60e02dedfb45e4306a3c0979a0ae772eedf91e90a1e61
efloras-medium:6f277cce5fcc1b7e8c4d3e8c,inflorescence_display,Atriplex pacifica,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242415561,"Staminate flowers in glomerules largely in distal bractless axils, thus short spicate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,167ae1694612f8aabd7fac59a64fdda5d102f081cbcc9971e8b5ea350061bfc1
efloras-medium:e9481a3f5b06df872e6decaa,inflorescence_display,Malvastrum americanum,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013748,"Flowers congested into a dense short terminal spike, 1.5-3(-10) × ca. 1 cm, usually only 1 flower open at a time",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1736c289705886c61e8a6f1d812fb5b379b066ed088d22741340d91633d36ba6
efloras-medium:b1acb34761a7a5763df201c2,inflorescence_display,Thespesia populnea,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013771,"Flowers solitary, axillary",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,19d85a52c77b91d1d28d7b7cc845ced0eb3c1b7e3855422106a46df8ce77ceb4
efloras-medium:cff39881d12c11c4f3ad1d3f,inflorescence_display,Camellia pitardii,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200014038,"Flowers subterminal, solitary, subsessile, 5-6(-10) cm in diam",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1af4c8d4e7eb65777b46a968c802670b0d4803ed9e4ceb3f7c078b2e633d2d55
efloras-medium:53eb7b7ae2175f3caf6ff807,inflorescence_display,Gonocarpus micranthus,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220005764,"Inflorescence an indeterminate spike, unbranched or branched;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1b691a5e0a971360dce0c6536545b49e6e2161cea855cd7764efe7e316a590e5
efloras-medium:1b2b9cf8e8282ed78da007e3,inflorescence_display,Epidendrum magnoliae,raceme_spike_panicle,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101580,"Inflorescences erect, racemose, 3–26 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1c3cce5c8c2db579fa742a32e7b52ac0d19397ce4177a88f800467e303513d48
efloras-medium:b448dfa7068fc15fb3ec1df3,inflorescence_display,Epaltes australis,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023881,"Capitula globose, 4-6 mm in diam., shortly pedunculate;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1c6bef5c481783a9c0bb0262c87b0ca459138066a465623cef763f2f3223116c
efloras-medium:9907bd4a828326d8bf6ce27a,inflorescence_display,Antennaria dioica,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023149,Capitula 3-7 in corymbiform arrays,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1ca568ad527eec900727e1dfcf7cfc3bbfff700695bd6fa7ede2eb6139876b47
efloras-medium:db427b157257b521572e7079,inflorescence_display,Gossypium arboreum,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013690,"Flowers solitary, axillary",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1d516b772531324a85d5a1b2d8a8965a5e42cae6bbb9f754a1bdfa59c7349423
efloras-medium:a26703a9e2a8628d55f81435,inflorescence_display,Notoseris scandens,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250097516,Capitula with usually 5-8 florets;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1df11d5361e33a9cc15bac5fb7cbf0a04e0299097c99043c94c5144730b0df25
efloras-medium:bc54ef0a82751cf269cdef2a,inflorescence_display,Amydrium hainanense,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027159,Inflorescence solitary;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1e2c58c94ad38e1292e0161584edd3efc0bc40e0429bba171a323384404876c0
efloras-medium:f3244f6b2e1ec3710049e7c7,inflorescence_display,Arctium tomentosum,composite_display|umbel_corymb,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023154,"Capitula few to many, ± corymbose",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2048e973097fab34463da19b56d642e59c3c576df618444bec2b29f32c11821e
efloras-medium:d77414c4ef66a59ab107261e,inflorescence_display,Camellia fluviatilis,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242309962,"Flowers axillary or subterminal, solitary, 1.5-6 cm in diam., subsessile",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2138b99dab03ddbeef95c59880627980220baa4444807571dbff83bb2aacadb0
efloras-medium:d07d4c52f554aca32a0d7797,inflorescence_display,Lactuca serriola,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242328083,Capitula with 15-25 florets,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,217efd2c44e30df6b06fb22738523f2e3f447dcadd5e12d57209cc79f65dd07c
efloras-medium:0e9fedf6909c34d1f6c7ad0c,inflorescence_display,Dendrobium crumenatum,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220003935,"Inflorescences arising from distal leafless part of stem, usually solitary;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,21b73e38b7d35f98fa171ab24f5a0fba69b064f8eebe3ee1178423c3eacc1c52
efloras-medium:5e0bc965f8bb4c098e17c641,inflorescence_display,Amorphophallus dunnii,solitary,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027143,"Inflorescence solitary, long pedunculate, producing a scent of fresh carrots;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2217e2c797b08fd4c96acb1fd6f2bdad43071c51ed185c1e98c5c8efa52e689d
efloras-medium:4d5c6875b9156798da18be93,inflorescence_display,Aster smithianus,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023493,Capitula 7 to numerous in terminal corymbiform synflorescences;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,22ba4914ffc001fb344241d0ccde3329414b1c277d11d130c7821b742a2493fd
efloras-medium:75dce197323961504732711a,inflorescence_display,Artemisia niitakayamensis,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200023283,"Capitula few, apically congested;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2310b87d4ca7ad0e5a0f9b686aca3a2f5910a5cd1e510cc2a4bb9717f47aa10b
efloras-medium:5577e8e346ba8ba2bd243be6,inflorescence_display,Ixeris repens,composite_display,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024078,"Synflorescence laxly corymbiform, with 2-8 capitula",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,236a35346dfd946d841b3f1ecb6b38ae063719468980b6d53b0e8aeb929316db
efloras-medium:4a0153d9b73b4bc8dc891809,inflorescence_display,Clethra acuminata,solitary,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250092294,"Inflorescences solitary, (8-)10-16(-20) cm, axis densely stellate-hairy",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2542d8c8628a6692e3d11cb0b6901c594d2498203c0867c8e04438b69cffd357
efloras-medium:aa306605e6f1f32d4a8b3f42,tube_depth_class,Gastrodia elata,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028680,"Perianth tube urceolate, 8-10 × 5-7 mm, with a deep sinus between lateral sepals, base inflated, outer surface smooth;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,023904d21c56662662a18e1416d6d3ff7bd39b7921d2c3382bad93c705af471a
efloras-medium:7df494bfe70e02c030bea06e,tube_depth_class,Primula bulleyana,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017168,Pin flowers: corolla tube 1--1.2 cm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,12a4ed678b4168ef38ebb28ee2e0d41e93e839712731b1a26cbf3922bfd0852a
efloras-medium:5835193a63fc810162c5eabd,tube_depth_class,Tephroseris palustris,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250067714,corolla tube 3-3.5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1686d57ae3bd297e5ecfae80a29185296ea7064c27cf5d57aab3e2aa6a2f90e0
efloras-medium:b761b67a5a94d200a13b1611,tube_depth_class,Gastrodia flavilabella,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413240,"Perianth tube urceolate, 10-11 mm, with a deep sinus between lateral sepals, base inflated, outer surface smooth;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,1cacf97f85063ebccf34bdeb3c987a3aff38a07b325c2bf1aebfea7d41841087
efloras-medium:80c0b3c07ea84cf4bab7d59e,tube_depth_class,Zephyranthes insularum,shallow,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242102083,"perianth tube green, 0.2–0.4 cm, increasing in diam., 1/10 or less of perianth length, ca. 1/4 filament length, ca. 1/6 spathe length;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2401b4c4d84f6d8cd4ff56c397cc0548b1f91dbd7398c6cb95e7a70ad4f403cc
efloras-medium:e35a7a220a62531d7ec9722a,tube_depth_class,Burmannia cryptopetala,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028503,Perianth tube 3-4 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,250806481379432211136999dd20feaf982d82ee4a394324edec5d90515ca894
efloras-medium:c95f5c8ed574a5b0b47caada,tube_depth_class,Iris leptophylla,deep,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028187,Perianth tube 4--5 cm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,2e5163b5eda4f32e8f0f4bdb85bb1c9e047047fec3ebd3ca29559ce1b07d00d6
efloras-medium:d0362b30cfade0ad83b056d7,tube_depth_class,Iris tectorum,deep,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028218,"Perianth tube slender, to 3 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,32ee1d1647c5ec63b15aa24e0d0a56329932cb89fdc53c22ade1dfbe97ff0c99
efloras-medium:62988e8a2256eb8fb3fd05a0,tube_depth_class,Burmannia oblonga,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028507,Perianth tube 4.5-5.5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,3d33123e97a8b23eff715e29ea5f88c7f1a4ee7900c80a7f87610c94ad5cfb97
efloras-medium:838e4a5718d28987374b4254,tube_depth_class,Cinnamomum tamala,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008729,"perianth tube obconical, short, less than 2 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,40dce3c7e2f63ac1d46474f12e7a1790081441b7e2ead50a9e7b8939cb553373
efloras-medium:a8b989c44ea1177183a29561,tube_depth_class,Zephyranthes candida,shallow,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200028075,"perianth tube green, 0.1–0.4 cm, increasing in diam., less than 1/4 times perianth length, 1/5–1/3 times filament length, ca. 1/10 times spathe length;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,452a2f72b8bdbfb725ee0bcf50ed63dec5e6d6985ad6ee8fc23ff3ec67cbba88
efloras-medium:528a917c334c40d3430b9166,tube_depth_class,Styrax grandiflorus,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200017744,Corolla tube 3--5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,4be464b729e5e9a47852096407e21369c7c127177e9e89852bb4a685853cfb8c
efloras-medium:35b6a0e7b5b25f0d74eddf10,tube_depth_class,Freesia alba,deep,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101611,"perianth tube very gradually flared, distal portion (15–)20–40 mm, basal portion slender, 6–12 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,5387bc7b83f5bc4184701a68e5febc6907ddd847e81faedf3d762d0a8dedec8c
efloras-medium:fa8f6889fad4e949802d64dd,tube_depth_class,Bougainvillea spectabilis,deep,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=220001835,"Perianth tube green, narrowly tubular, rounded, 1.6-2.4 cm, densely pubescent, apex 5-6-lobed, lobes spreading, yellow, 3.5-5 mm, hairs copious, spreading, to 1 mm",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,5aeac9ac8b7c7c65c526794687799f23b290381fde821dc16d0bb6469dca0ce6
efloras-medium:c515396112b1e4b9a92c04d4,tube_depth_class,Pouzolzia zeylanica,absent_or_open,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=233500994,"Female perianth tube ellipsoid or rhombic, 0.8-1 mm, 1.5-1.8 mm in fruit, puberulent, inconspicuously ca. 9-ribbed or 4-winged, apex 2-toothed",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,62c7960884690a73885ece2c831687b432d9d3e492a7445bdfe1b8640630a5e0
efloras-medium:def675aa88423bc5f6df086b,tube_depth_class,Burmannia itoana,shallow,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028505,Perianth tube 3.5-5.5 mm;,true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,6c573b8d70d374df5144b1174d8873fc549786b2ee7d0d7c45d671316f4ef65b
efloras-medium:81aae4decf31e0e7ea000db0,tube_depth_class,Alyxia insularis,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200018331,"Corolla tube 7-10 mm, densely pubescent inside at middle;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,75bb621e9a3e13de6824fc0af98fb20171c2377b891217b53a0e0581983c3cb3
efloras-medium:97d5644964f77e274915f0ac,tube_depth_class,Gastrodia confusa,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413239,"Perianth tube campanulate, 11-12 mm, outer surface verrucose;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,7d922c6e0ace4c59f28ba69558f5745cd4cd61ac0e88e412c7325c26324cef17
efloras-medium:9f605e0d1f088a5b4c127f47,tube_depth_class,Triteleiopsis palmeri,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220013848,"Flowers: perianth tube 9–10 mm, lobes 7–8 mm, alternating with transverse perianth appendages, having no apparent connection with stamens;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,7e9f08beebf0f689dd0da65d15c3134a0d876082dc1f752f06c7f4f5e1107299
efloras-medium:afe086c8a3f9b0749f1c902f,tube_depth_class,Zephyranthes rosea,shallow,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242102088,"perianth tube green, 0.2–0.3 cm, increasing in diam., ca. 1/10 or less of perianth length, ca. 1/5 filament length, ca. 1/8 spathe length;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,80243ed7e1a1d409a1090b2a19b9df89bd98dcc15640574d12d9872072f44f90
efloras-medium:61091a830e433aa5f4d40bf1,tube_depth_class,Gladiolus communis,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220005610,"perianth tube obliquely funnel-shaped, 10–12 mm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,872ce082967a29d1e48a542cdf532e443387f5ccaca65db0beb9555fb3ca9eda
efloras-medium:e642bea413c647e49792fe55,tube_depth_class,Hymenocallis palmeri,deep,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101682,"perianth tube green, 7.5–12 cm;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,88e872fd0fca9a31496b28c01f596a3d23811ae2a2ab55ee0f9b3903df1afc67
efloras-medium:0f4762669c655167ee26bdbf,tube_depth_class,Gastrodia peichatieniana,intermediate,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323123,"Perianth tube cylindric, 5-8 mm, slender, lacking a deep sinus between lateral sepals, outer surface smooth;",true,wild_species_description,OpenAI Codex evidence audit,2026-08-10T16:34:00.086436Z,accepted: exact species treatment quote supports normalized trait value; no cultivar context,9715bb0e41ce99fccd10f99492cfe71199f4c0d378d0af2800946dfe6bf329dc
