candidate_id,accepted_species,trait_name,normalized_value,source_url,page_title,exact_supporting_quote,content_fingerprint,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,supporting_quote,source_lineage
baseflor:1691:flower_primary_color:d0a127e3c213,Descurainia tanacetifolia,flower_primary_color,yellow_orange,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Hugueninia tanacetifolia; couleur_fleur: jaune,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2144:flower_primary_color:2985d9fa958f,Chaetonychia cymosa,flower_primary_color,white,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Paronychia cymosa; couleur_fleur: blanc,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6092:flower_primary_color:50ab0299c6f8,Moraea sisyrinchium,flower_primary_color,blue_purple,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Gynandriris sisyrinchium; couleur_fleur: bleu,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:30377:inflorescence_display:6bf650979486,Viscaria vulgaris,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Lychnis viscaria; inflorescence: cyme bipare,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:30256:inflorescence_display:9bc5f52510f2,Iberodes littoralis,inflorescence_display,raceme_spike_panicle|umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Omphalodes littoralis; inflorescence: racème de cymes unipares hélicoïdes,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2927:inflorescence_display:5602f13b2cf4,Sulla glomerata,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Hedysarum glomeratum; inflorescence: racème simple,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6092:inflorescence_display:30ad8ebbe384,Moraea sisyrinchium,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Gynandriris sisyrinchium; inflorescence: cyme unipare hélicoïde,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:11823:flower_primary_color:d0a127e3c213,Pilosella tardans,flower_primary_color,yellow_orange,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Hieracium tardans; couleur_fleur: jaune,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:1168:autonomous_selfing_capacity:c2e44fd3034a,Senecio sarracenicus,autonomous_selfing_capacity,autonomous,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,"Source name Senecio fluviatilis; pollinisation: entomogame, autogame",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:89:inflorescence_display:7989838e9c0f,Helosciadium nodiflorum,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Apium nodiflorum; inflorescence: ombelle d'ombellules,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2015:inflorescence_display:6bf650979486,Dichodon cerastoides,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Cerastium cerastoides; inflorescence: cyme bipare,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:4440:flower_primary_color:50ab0299c6f8,Delphinium pubescens,flower_primary_color,blue_purple,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Consolida pubescens; couleur_fleur: bleu,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6796:inflorescence_display:30804c128d68,Thinopyrum acutum,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Elymus pycnanthus; inflorescence: épi d'épillets,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:271:inflorescence_display:7989838e9c0f,Daucus rouyi,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Rouya polygama; inflorescence: ombelle d'ombellules,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6284:inflorescence_display:5602f13b2cf4,Asphodelus cerasifer,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Asphodelus chambeironii; inflorescence: racème simple,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:5440:inflorescence_display:70cfe0afa190,Rhinanthus glacialis,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Rhinanthus aristatus; inflorescence: épi simple,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:1625:autonomous_selfing_capacity:8bcdd80e70d4,Delphinium ajacis,autonomous_selfing_capacity,autonomous,https://www.floraweb.de/php/biologie.php?suchnr=1625&,,Source name Consolida ajacis; Bestäubung (Pollenvektoren): häufig Selbstbestäubung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:3129:flower_primary_color:d0a127e3c213,Coronilla securidaca,flower_primary_color,yellow_orange,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Securigera securidaca; couleur_fleur: jaune,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:4198:floral_form:8450804dc47b,Oreoselinum nigrum,floral_form,open_radial,https://www.floraweb.de/php/biologie.php?suchnr=4198&,,"Source name Peucedanum oreoselinum; Blumentyp (nach Kugler 1970): Scheibenblumen, Nektar offen",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:2877:floral_form:9786ea4f41e4,Pilosella echioides,floral_form,composite_head,https://www.floraweb.de/php/biologie.php?suchnr=2877&,,"Source name Hieracium echioides; Blumentyp (nach Kugler 1970): Köpfchenblumen, Asteraceae, ausschließlich Zugenblüten",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:3345:inflorescence_display:6bf650979486,Schenkia spicata,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Centaurium spicatum; inflorescence: cyme bipare,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:1998:floral_form:52e20bba4976,Lotus germanicus,floral_form,papilionaceous,https://www.floraweb.de/php/biologie.php?suchnr=1998&,,"Source name Dorycnium germanicum; Blumentyp (nach Kugler 1970): Schmetterlingsblumen, Fabaceentyp, Pumpeinrichtung",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:4303:autonomous_selfing_capacity:9bbaa5721c9b,Lathyrus oleraceus,autonomous_selfing_capacity,autonomous,https://www.floraweb.de/php/biologie.php?suchnr=4303&,,Source name Pisum sativum; Bestäubung (Pollenvektoren): in der Regel Selbstbestäubung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:1549:floral_form:9786ea4f41e4,Lactuca plumieri,floral_form,composite_head,https://www.floraweb.de/php/biologie.php?suchnr=1549&,,"Source name Cicerbita plumieri; Blumentyp (nach Kugler 1970): Köpfchenblumen, Asteraceae, ausschließlich Zugenblüten",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:22667:autonomous_selfing_capacity:9bbaa5721c9b,Noccaea perfoliata,autonomous_selfing_capacity,autonomous,https://www.floraweb.de/php/biologie.php?suchnr=22667&,,Source name Microthlaspi perfoliatum; Bestäubung (Pollenvektoren): in der Regel Selbstbestäubung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:7149:inflorescence_display:30804c128d68,Sporobolus versicolor,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Spartina versicolor; inflorescence: épi d'épillets,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:29968:inflorescence_display:a075be61a808,Thliphthisa purpurea,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Asperula purpurea; inflorescence: cyme d'ombelles,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:2709:mating_system:5939b7713e9d,Lysimachia maritima,mating_system,predominantly_selfing,https://www.floraweb.de/php/biologie.php?suchnr=2709&,,Source name Glaux maritima; Befruchtungstyp: fakultativ autogam,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:6158:autonomous_selfing_capacity:9bbaa5721c9b,Gypsophila vaccaria,autonomous_selfing_capacity,autonomous,https://www.floraweb.de/php/biologie.php?suchnr=6158&,,Source name Vaccaria hispanica; Bestäubung (Pollenvektoren): in der Regel Selbstbestäubung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:36373:floral_form:9786ea4f41e4,Pilosella chomatophila,floral_form,composite_head,https://www.floraweb.de/php/biologie.php?suchnr=36373&,,"Source name Hieracium chomatophilum; Blumentyp (nach Kugler 1970): Köpfchenblumen, Asteraceae, ausschließlich Zugenblüten",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2152:inflorescence_display:6bf650979486,Petrorhagia dubia,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Petrorhagia velutina; inflorescence: cyme bipare,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6656:inflorescence_display:806b9e817286,Helictochloa marginata,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Avenula marginata; inflorescence: panicule d'épillets,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2985:inflorescence_display:7e7cf74ee382,Lotus biflorus,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Tetragonolobus biflorus; inflorescence: ombelle simple,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:403:flower_primary_color:da1556e11890,Anthemis rigida,flower_primary_color,white|yellow_orange,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,"Source name Anthemis asperula; couleur_fleur: blanc, jaune",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:27784:mating_system:063e3db1145c,Thinopyrum obtusiflorum,mating_system,predominantly_outcrossing,https://www.floraweb.de/php/biologie.php?suchnr=27784&,,Source name Elymus obtusiflorus; Befruchtungstyp: xenogam,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:1678:flower_primary_color:2985d9fa958f,Fourraea alpina,flower_primary_color,white,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Arabis pauciflora; couleur_fleur: blanc,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:4199:mating_system:1ced70a956a7,Imperatoria ostruthium,mating_system,predominantly_outcrossing,https://www.floraweb.de/php/biologie.php?suchnr=4199&,,Source name Peucedanum ostruthium; Befruchtungstyp: fakultativ xenogam,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:4227:floral_form:8d1ae556ad9b,Phlomoides tuberosa,floral_form,bilabiate,https://www.floraweb.de/php/biologie.php?suchnr=4227&,,Source name Phlomis tuberosa; Blumentyp (nach Kugler 1970): Eigentliche Lippenblumen,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:2126:flower_primary_color:2985d9fa958f,Sabulina stricta,flower_primary_color,white,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Minuartia stricta; couleur_fleur: blanc,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:1818:flower_primary_color:2985d9fa958f,Mummenhoffia alliacea,flower_primary_color,white,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Thlaspi alliaceum; couleur_fleur: blanc,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:791:flower_primary_color:d0a127e3c213,Filago tyrrhenica,flower_primary_color,yellow_orange,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Evax rotundata; couleur_fleur: jaune,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6666:flower_primary_color:43f3bc93bc2f,Bellardiochloa variegata,flower_primary_color,blue_purple|green_brown_inconspicuous,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,"Source name Bellardiochloa violacea; couleur_fleur: vert, bleu",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:963:inflorescence_display:88c22305aaa3,Vicia lenticula,inflorescence_display,composite_display|raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Lens ervoides; inflorescence: racème de capitules,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:3552:autonomous_selfing_capacity:a752391a8442,Silene flos-cuculi,autonomous_selfing_capacity,absent,https://www.floraweb.de/php/biologie.php?suchnr=3552&,,Source name Lychnis flos-cuculi; Bestäubung (Pollenvektoren): nie Selbstbestäubung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:641:autonomous_selfing_capacity:c2e44fd3034a,Cladanthus mixtus,autonomous_selfing_capacity,autonomous,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,"Source name Chamaemelum mixtum; pollinisation: entomogame, autogame",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:5928:inflorescence_display:b6348e85c985,Carex colchica,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Carex ligerica; inflorescence: racème d'épis,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:6338:flower_primary_color:618d663af0f1,Colchicum filifolium,flower_primary_color,red_pink,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Merendera filifolia; couleur_fleur: rose,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:1397:inflorescence_display:7ec711535b17,Aegonychon purpurocaeruleum,inflorescence_display,raceme_spike_panicle|umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Buglossoides purpurocaerulea; inflorescence: racème de cymes unipares scorpioïdes,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:4049:inflorescence_display:30ad8ebbe384,Roemeria hispida,inflorescence_display,umbel_corymb,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Papaver hybridum; inflorescence: cyme unipare hélicoïde,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:3737:floral_form:1b3c033cade4,Sabulina verna,floral_form,open_radial,https://www.floraweb.de/php/biologie.php?suchnr=3737&,,"Source name Minuartia verna; Blumentyp (nach Kugler 1970): Scheibenblumen, Nektar ± verborgen, Nektarien an der Basis der Staubblätter",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:1824:flower_primary_color:2985d9fa958f,Noccaea brevistyla,flower_primary_color,white,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Thlaspi brevistylum; couleur_fleur: blanc,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:8701:inflorescence_display:88c22305aaa3,Symphyotrichum novi-belgii,inflorescence_display,composite_display|raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Aster novi-belgii; inflorescence: racème de capitules,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:4154:flower_primary_color:618d663af0f1,Myriolimon diffusum,flower_primary_color,red_pink,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Limonium diffusum; couleur_fleur: rose,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:5926:mating_system:55f293fd6ccf,Mummenhoffia alliacea,mating_system,obligate_selfing,https://www.floraweb.de/php/biologie.php?suchnr=5926&,,Source name Thlaspi alliaceum; Befruchtungstyp: obligat Autogam,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:4439:inflorescence_display:7c56f241c4e9,Delphinium ajacis,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Consolida orientalis; inflorescence: racème de racèmes,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:5384:autonomous_selfing_capacity:c2e44fd3034a,Melampyrum arvense,autonomous_selfing_capacity,autonomous,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,"Source name Melampyrum semleri; pollinisation: entomogame, autogame",,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
baseflor:7201:inflorescence_display:30804c128d68,Festuca ligustica,inflorescence_display,raceme_spike_panicle,https://web.archive.org/web/20231002005253id_/https://philippe.julve.pagesperso-orange.fr/baseflor.xlsx,,Source name Vulpia ligustica; inflorescence: épi d'épillets,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
floraweb:3473:mating_system:3e412a5d144a,Neottia cordata,mating_system,mixed_mating,https://www.floraweb.de/php/biologie.php?suchnr=3473&,,Source name Listera cordata; Befruchtungstyp: gemischte Befruchtung,,True,wild_or_unspecified_species_record,Codex two-backbone structured-source audit,2026-08-11T04:00:00Z,"Raw structured source row retained; WFO and GBIF independently agree on exact species synonym, accepted target and family; trait mapping rechecked; not cultivar-limited.",,
