accepted_species,family,trait_name,normalized_value,raw_value,evidence_quality,source_provider,source_url,page_title,source_citation,source_excerpt,source_record_id,source_lineage,lineage_method,source_tier,source_type,domain,language,wild_cultivated_cultivar_status,content_sha256,content_sha256_basis,retrieved_at_utc,query
Trachymene cussonii,Araliaceae,flower_primary_color,green_brown_inconspicuous,Green,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2276; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=1,Colors | Green | Trachymene cussonii | 3 | Author: (Montrouz.) Burtt | Rank: Espece,endemia:fiche2276:flower-colours,provider_treatment:endemia:2276,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5083c67042fd873e51e602bd850567068e4819a02f8f8a61220beee896b5ef61,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis calobuxus,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=11,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1402; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=11,Colors | Yellow | Tristaniopsis calobuxus |    | 18 | Author: Brongn. & Gris | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche1402:flower-colours,provider_treatment:endemia:1402,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,694065424821b24175f7cfbd63291a72eada4bdbdcc014de57f460894aa71989,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis capitulata,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1412; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Colors | Yellow | Tristaniopsis capitulata |    | 5 | Author: Brongn. & Gris | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche1412:flower-colours,provider_treatment:endemia:1412,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,421fe0909564378cb876cac035b0fe868ee37ba0a31ad866274b33e6d74389c2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis glauca,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1313; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,"Colors | Yellow | Tristaniopsis glauca |    | 15 | Author: Brongn. & Gris | Rank: Espece | Protected species: in Northern Province | Habitats: Maquis d'altitude , Maquis de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC)",endemia:fiche1313:flower-colours,provider_treatment:endemia:1313,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c61938de824c192783038dc96cb70c2357c304d77cdf84605391c235a1f4ce5a,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis guillainii,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=11,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1408; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=11,Colors | Yellow | Tristaniopsis guillainii |    | 4 | Author: Vieill. ex Brongn. & Gris | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche1408:flower-colours,provider_treatment:endemia:1408,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,694065424821b24175f7cfbd63291a72eada4bdbdcc014de57f460894aa71989,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis macphersonii,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1411; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Colors | Yellow | Tristaniopsis macphersonii |    | 8 | Author: J.W.Dawson | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche1411:flower-colours,provider_treatment:endemia:1411,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,421fe0909564378cb876cac035b0fe868ee37ba0a31ad866274b33e6d74389c2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Tristaniopsis polyandra,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=10,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1034; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=10,"Colors | Yellow | Tristaniopsis polyandra |    | 14 | Author: (Guillaumin) P.G.Wilson & J.T.Waterh. | Rank: Espece | Protected species: in Southern Province , in Northern Province | Red list status: Critically Endangered (CR)",endemia:fiche1034:flower-colours,provider_treatment:endemia:1034,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,5b6a4eebe49caeeb0f535e9c632c3cee534cc5a2248bb1eadd7c09e456be7eab,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Virotia angustifolia,Proteaceae,flower_primary_color,red_pink,Pink,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1307; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=2,"Colors | Pink | Virotia angustifolia |    | 15 | Author: (Virot) P.H.Weston & A.R.Mast | Rank: Espece | Protected species: in Southern Province , in Northern Province | Habitats: Maquis de basse altitude , Forêt humide de basse altitude | Substrates: Ultramafique | Red list status: Endangered (EN)",endemia:fiche1307:flower-colours,provider_treatment:endemia:1307,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,2e6713c3f767da0275aa3d5a4a0ebab9b58f6b1c333c40257f83c6ea013d1903,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Vitex collina,Lamiaceae,flower_primary_color,red_pink,Pink,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=4,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1295; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rose&page=4,Colors | Pink | Vitex collina | 25 | Author: (Montrouz.) Beauvis. | Rank: Espece | Protected species: in Northern Province,endemia:fiche1295:flower-colours,provider_treatment:endemia:1295,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,55915e823b5f89970410057460b65b8646d8a49489761ac32a2bf2d1756eea35,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon aurantiacus,Myrtaceae,flower_primary_color,yellow_orange,Orange,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=orange&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche460; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=orange&page=1,Colors | Orange | Xanthostemon aurantiacus |    | 24 | Author: (Brongn. & Gris) Schltr. | Rank: Espece | Protected species: in Northern Province | Habitats: Maquis de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC),endemia:fiche460:flower-colours,provider_treatment:endemia:460,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,702bee955eb8f02f9c1569cf418aeeeedd8eec65c495bbdcf05f6012d917a0bc,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon francii,Myrtaceae,flower_primary_color,red_pink,Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1507; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,Colors | Red | Xanthostemon francii |    | 20 | Author: Guillaumin | Rank: Espece | Protected species: in Northern Province | Red list status: Endangered (EN),endemia:fiche1507:flower-colours,provider_treatment:endemia:1507,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,d216c030ec6926c35779e9f27743a473b4b0035fce5ddb718631ed86865d5543,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon gugerlii,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2468; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Colors | Yellow | Xanthostemon gugerlii |    | 20 | Author: Merr. | Rank: Espece | Protected species: in Northern Province | Red list status: Vulnerable (VU),endemia:fiche2468:flower-colours,provider_treatment:endemia:2468,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c61938de824c192783038dc96cb70c2357c304d77cdf84605391c235a1f4ce5a,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon laurinus,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2469; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Colors | Yellow | Xanthostemon laurinus |    | 15 | Author: (Vieill. ex Pamp.) Guillaumin | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche2469:flower-colours,provider_treatment:endemia:2469,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,421fe0909564378cb876cac035b0fe868ee37ba0a31ad866274b33e6d74389c2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon multiflorus,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=7,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1509; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=7,Colors | Yellow | Xanthostemon multiflorus |    | 26 | Author: (Montrouz.) Beauvis. | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche1509:flower-colours,provider_treatment:endemia:1509,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,259e67cff261d677079ce622c766f5645b717760f045de817b22254212426947,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon myrtifolius,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1305; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Colors | Yellow | Xanthostemon myrtifolius |    | 21 | Author: (Brongn. & Gris) Pamp. | Rank: Espece | Protected species: in Northern Province | Habitats: Maquis de basse altitude | Substrates: Ultramafique | Red list status: Least Concern (LC),endemia:fiche1305:flower-colours,provider_treatment:endemia:1305,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c61938de824c192783038dc96cb70c2357c304d77cdf84605391c235a1f4ce5a,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon ruber,Myrtaceae,flower_primary_color,red_pink,Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche463; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=1,Colors | Red | Xanthostemon ruber |    | 14 | Author: (Brongn. & Gris) Sebert & Pancher | Rank: Espece | Protected species: in Northern Province | Red list status: Least Concern (LC),endemia:fiche463:flower-colours,provider_treatment:endemia:463,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,d216c030ec6926c35779e9f27743a473b4b0035fce5ddb718631ed86865d5543,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xanthostemon sulfureus,Myrtaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4322; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=6,Colors | Yellow | Xanthostemon sulfureus |    | 10 | Author: Guillaumin | Rank: Espece | Protected species: in Northern Province | Red list status: Near Threatened (NT),endemia:fiche4322:flower-colours,provider_treatment:endemia:4322,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,421fe0909564378cb876cac035b0fe868ee37ba0a31ad866274b33e6d74389c2,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xeronema moorei,Xeronemataceae,flower_primary_color,red_pink,Red,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=4,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche116; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=4,Colors | Red | Xeronema moorei |   | 24 | Author: Brongn. & Gris | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche116:flower-colours,provider_treatment:endemia:116,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,bb4166ca66033c4051ba0ecdee252f8136590e48654a81e0fbcf55a5ad43faa7,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xylopia pancheri,Annonaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1682; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=26,Colors | White | Xylopia pancheri | 24 | Author: Baill. | Rank: Espece,endemia:fiche1682:flower-colours,provider_treatment:endemia:1682,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,03aa027d767f4729bdca2c5f03b6b8947618b8d06f30d57a7a1c6943ec4926e4,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xylopia vieillardii,Annonaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche694; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=13,Colors | White | Xylopia vieillardii | 7 | Author: Baill. | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats.,endemia:fiche694:flower-colours,provider_treatment:endemia:694,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,ab1328fdaa9c4f546bb2441a8b4d2c622ef973d5c65f40a848c8945f9a8d8fe9,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xyris neocaledonica,Xyridaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche598; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=1,Colors | Yellow | Xyris neocaledonica |   | 19 | Author: Rendle | Rank: Espece | Red list status: Least Concern (LC),endemia:fiche598:flower-colours,provider_treatment:endemia:598,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,99552143d31c5a1df451a8ed448c27ac1f868cad62a4479c4b92733c198ed6ea,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Xyris pancheri,Xyridaceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche595; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=3,Colors | Yellow | Xyris pancheri |    | 5 | Author: Rendle | Rank: Espece | Protected species: in Southern Province | Red list status: Least Concern (LC),endemia:fiche595:flower-colours,provider_treatment:endemia:595,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,c61938de824c192783038dc96cb70c2357c304d77cdf84605391c235a1f4ce5a,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Zanthoxylum albiflorum,Rutaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=25,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche4788; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=25,Colors | White | Zanthoxylum albiflorum | 10 | Author: Baker f. | Rank: Espece | Habitats: Forêt humide de basse altitude | Substrates: substrats.,endemia:fiche4788:flower-colours,provider_treatment:endemia:4788,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,2a64fb75fed30a25c2895e8d770e91eeff224a9871d91baaa213b0ce9b975023,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Zanthoxylum pancheri,Rutaceae,flower_primary_color,white,White,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=31,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche2220; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=blanche&page=31,Colors | White | Zanthoxylum pancheri | 18 | Author: P.S.Green | Rank: Espece,endemia:fiche2220:flower-colours,provider_treatment:endemia:2220,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,7ece712293a33c12aa4b7588c779b465514449aad94e10d079311db4d62127af,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Zygogynum crassifolium,Winteraceae,flower_primary_color,green_brown_inconspicuous|red_pink|yellow_orange,Green|Red|Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=9,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche1304; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=9 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=rouge&page=4 | https://endemia.nc/en/search?section=flore&rank=Espece&colors=verte&page=3,Colors | Green | Zygogynum crassifolium |   | 7 | Author: (Baill.) Vink | Rank: Espece | Protected species: in Northern Province || Colors | Red | Zygogynum crassifolium |   | 7 | Author: (Baill.) Vink | Rank: Espece | Protected species: in Northern Province || Colors | Yellow | Zygogynum crassifolium |   | 7 | Author: (Baill.) Vink | Rank: Espece | Protected species: in Northern Province,endemia:fiche1304:flower-colours,provider_treatment:endemia:1304,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,9eb9cad0c6383a74ecf77c9b9b1dc9a8600ab0c4cce7e1ebc25bb124b404b8e8,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Zygogynum stipitatum,Winteraceae,flower_primary_color,yellow_orange,Yellow,medium,Endemia New Caledonia,https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=5,Endemia.nc - Search,Endemia original structured Flora/Species colour-filter result; species fiche https://endemia.nc/en/flore/fiche5048; supporting query pages https://endemia.nc/en/search?section=flore&rank=Espece&colors=jaune&page=5,"Colors | Yellow | Zygogynum stipitatum |   | 16 | Author: Baill. | Rank: Espece | Protected species: in Northern Province | Habitats: Forêt humide de basse altitude | Substrates: Volcano-sédimentaire , Ultramafique",endemia:fiche5048:flower-colours,provider_treatment:endemia:5048,endemia_species_treatment_across_structured_colour_filters,B,specialist_island_biodiversity_database,endemia.nc,en,native_or_endemic_species_record_not_cultivar_limited,fccfbd9be0d73093dcf04128325206675727622ba970df2e3ee9c6a2f9d2990b,sha256_of_sorted_retrieved_endemia_search_page_sha256_values,2026-08-14T02:45:00Z,credential_free_endemia_species_rank_structured_flower_colour_filter
Aeschynomene cristata,Fabaceae,flower_primary_color,green_brown_inconspicuous|yellow_orange,"Standard deep yellow to orange-yellow or sometimes brownish-purple, 1.8-3.3 cm long and wide, pubescent above outside; wings deep yellow to orange-yellow; keel petals yellow or brownish, frilled along their lower margins, hairy.",medium,Flora of Zimbabwe,https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=130430,Flora of Zimbabwe: Species information: Aeschynomene cristata,Flora of Zimbabwe curated regional-flora species treatment,"Standard deep yellow to orange-yellow or sometimes brownish-purple, 1.8-3.3 cm long and wide, pubescent above outside; wings deep yellow to orange-yellow; keel petals yellow or brownish, frilled along their lower margins, hairy.",flora-zimbabwe:130430:flower_primary_color,provider_treatment:flora_of_zimbabwe:130430,curated_regional_flora_species_treatment,B,curated_regional_flora_species_treatment,zimbabweflora.co.zw,en,wild_regional_flora_species_treatment_not_cultivar_limited,921752e65cb6b966f3f7d38af78b4dd4e077e5a2c683d94fb0f8133bf6356272,retrieved_species_treatment_html_bytes,2026-08-14T02:45:00Z,credential_free_zimbabwe_flora_family_index_exact_species_page
Agelaea pentagyna,Connaraceae,flower_primary_color,white,"Flowers in sweetly scented, terminal panicles, white, with the calyx densely covered in stellate and glandular hairs.",medium,Flora of Zimbabwe,https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=125530,Flora of Zimbabwe: Species information: Agelaea pentagyna,Flora of Zimbabwe curated regional-flora species treatment,"Flowers in sweetly scented, terminal panicles, white, with the calyx densely covered in stellate and glandular hairs.",flora-zimbabwe:125530:flower_primary_color,provider_treatment:flora_of_zimbabwe:125530,curated_regional_flora_species_treatment,B,curated_regional_flora_species_treatment,zimbabweflora.co.zw,en,wild_regional_flora_species_treatment_not_cultivar_limited,6ff628ccec3f1792d6c241de9f3679088589b561061d38321a6eeaa993288c00,retrieved_species_treatment_html_bytes,2026-08-14T02:45:00Z,credential_free_zimbabwe_flora_family_index_exact_species_page
Agelaea pentagyna,Connaraceae,inflorescence_display,raceme_spike_panicle,"Flowers in sweetly scented, terminal panicles, white, with the calyx densely covered in stellate and glandular hairs.",medium,Flora of Zimbabwe,https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=125530,Flora of Zimbabwe: Species information: Agelaea pentagyna,Flora of Zimbabwe curated regional-flora species treatment,"Flowers in sweetly scented, terminal panicles, white, with the calyx densely covered in stellate and glandular hairs.",flora-zimbabwe:125530:inflorescence_display,provider_treatment:flora_of_zimbabwe:125530,curated_regional_flora_species_treatment,B,curated_regional_flora_species_treatment,zimbabweflora.co.zw,en,wild_regional_flora_species_treatment_not_cultivar_limited,6ff628ccec3f1792d6c241de9f3679088589b561061d38321a6eeaa993288c00,retrieved_species_treatment_html_bytes,2026-08-14T02:45:00Z,credential_free_zimbabwe_flora_family_index_exact_species_page
