accepted_species,genus,family,n_islands,n_records,reproductive_wikimedia_status,reproductive_wikimedia_attempts,reproductive_wikimedia_wave_id,reproductive_wikimedia_candidate_count,reproductive_wikimedia_last_error,reproductive_openalex_status,reproductive_openalex_attempts,reproductive_openalex_wave_id,reproductive_openalex_candidate_count,reproductive_openalex_last_error,floral_access_wikimedia_status,floral_access_wikimedia_attempts,floral_access_wikimedia_wave_id,floral_access_wikimedia_candidate_count,floral_access_wikimedia_last_error,alternative_guild_openalex_status,alternative_guild_openalex_attempts,alternative_guild_openalex_wave_id,alternative_guild_openalex_candidate_count,alternative_guild_openalex_last_error,machine_biotic_candidate,alternative_guild_wikimedia_status,alternative_guild_wikimedia_attempts,alternative_guild_wikimedia_wave_id,alternative_guild_wikimedia_candidate_count,alternative_guild_wikimedia_last_error,reproductive_multilingual_recovery_status,reproductive_multilingual_recovery_attempts,reproductive_multilingual_recovery_wave_id,reproductive_multilingual_recovery_candidate_count,reproductive_multilingual_recovery_last_error,reproductive_multilingual_sitelink_recovery_status,reproductive_multilingual_sitelink_recovery_attempts,reproductive_multilingual_sitelink_recovery_wave_id,reproductive_multilingual_sitelink_recovery_candidate_count,reproductive_multilingual_sitelink_recovery_last_error
Phoenicopsis angustifolia,Phoenicopsis,Czekanowskiaceae,3,6,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Griselinia racemosa,Griselinia,Griseliniaceae,8,45,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Gyrostemon thesioides,Gyrostemon,Gyrostemonaceae,6,256,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Hydrolea sansibarica,Hydrolea,Hydroleaceae,2,2,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Stigmaria ficoides,Stigmaria,Lepidodendraceae,3,90,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Sphenopteris hymenophylloides,Sphenopteris,Lyginopteridaceae,2,10,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Proboscidea altheifolia,Proboscidea,Martyniaceae,9,15,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Moringa peregrina,Moringa,Moringaceae,3,16,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Plectronia odorata,Olinia,Penaeaceae,3,39,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Posidonia sinuosa,Posidonia,Posidoniaceae,6,44,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Azima sarmentosa,Azima,Salvadoraceae,6,32,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Houttuynia cordata,Houttuynia,Saururaceae,77,5765,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Trigonia nivea,Trigonia,Trigoniaceae,8,27,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Ploiarium alternifolium,Ploiarium,Bonnetiaceae,6,123,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Ceratophyllum submersum,Ceratophyllum,Ceratophyllaceae,58,5259,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Corynocarpus cribbianus,Corynocarpus,Corynocarpaceae,9,101,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cycadeoidea megalophylla,Cycadeoidea,Cycadeoideaceae,1,12,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Jurinodendron brevifolium,Cyclostigma,Cyclostigmataceae,1,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cytinus ruber,Cytinus,Cytinaceae,50,810,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Perrottetia sandwicensis,Perrottetia,Dipentodontaceae,6,195,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Flagellaria neocaledonica,Flagellaria,Flagellariaceae,6,120,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Fouquieria splendens,Fouquieria,Fouquieriaceae,4,16,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Pteleocarpa lamponga,Pteleocarpa,Gelsemiaceae,4,47,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Krameria erecta,Krameria,Krameriaceae,7,56,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Filicites lonchiticus,Alethopteris,Pachytestaceae,2,34,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Rapatea paludosa,Rapatea,Rapateaceae,5,34,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Glossopteris indica,Glossopteris,Rigbyaceae,1,8,processed,1,wave_00003_reproductive_wikimedia,3,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Carpodetus serratus,Carpodetus,Rousseaceae,9,23154,processed,1,wave_00003_reproductive_wikimedia,4,,pending,0,,0,,processed,1,wave_00011_floral_access_wikimedia,1,,pending,0,,0,,True,processed,1,wave_00012_alternative_guild_wikimedia,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Stachyurus praecox,Stachyurus,Stachyuraceae,34,4048,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Ximenia roigii,Ximenia,Ximeniaceae,2,8,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Achatocarpus nigricans,Achatocarpus,Achatocarpaceae,2,10,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Byblis filifolia,Byblis,Byblidaceae,6,7,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Campynema lineare,Campynema,Campynemataceae,2,326,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Greyia radlkoferi,Greyia,Francoaceae,2,4,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Irvingia malayana,Irvingia,Irvingiaceae,5,72,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Joinvillea ascendens,Joinvillea,Joinvilleaceae,9,64,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Limnanthes macounii,Limnanthes,Limnanthaceae,5,361,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Bersama abyssinica,Bersama,Melianthaceae,4,9,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Rehmannia glutinosa,Rehmannia,Rehmanniaceae,7,27,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Zeilleria delicatula,Zeilleria,Stauropteridaceae,1,4,processed,1,wave_00007_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Suriana maritima,Suriana,Surianaceae,159,1322,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Trochodendron aralioides,Trochodendron,Trochodendraceae,17,2493,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cyclopteris hibernica,Archaeopteris,Archaeopteridaceae,1,5,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Blandfordia grandiflora,Blandfordia,Blandfordiaceae,5,20,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Borya nitida,Borya,Boryaceae,2,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Berzelia lanuginosa,Berzelia,Bruniaceae,2,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cercidiphyllum japonicum,Cercidiphyllum,Cercidiphyllaceae,26,3144,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Baxteria australis,Baxteria,Dasypogonaceae,1,1,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Octomelis sumatranus,Octomelis,Datiscaceae,9,85,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Eupomatia laurina,Eupomatia,Eupomatiaceae,5,125,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Gisekia pharnaceoides,Gisekia,Gisekiaceae,6,74,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nelumbo lutea,Nelumbo,Nelumbonaceae,9,37,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Nitraria retusa,Nitraria,Nitrariaceae,6,24,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Pennantia endlicheri,Pennantia,Pennantiaceae,3,40,processed,1,wave_00003_reproductive_wikimedia,1,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Petrosavia sakuraii,Petrosavia,Petrosaviaceae,3,35,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Sphenophyllum fertile,Difurcosphenophyllum,Sphenophyllaceae,1,7,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Tecophilaea cyanocrocus,Tecophilaea,Tecophilaeaceae,1,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Polypremum procumbens,Polypremum,Tetrachondraceae,51,297,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Zosterophyllum fertile,Zosterophyllum,Zosterophyllaceae,1,4,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Botrychioxylon paradoxum,Zygopteris,Zygopteridaceae,1,7,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Acorus gramineus,Acorus,Acoraceae,25,1027,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,1,,pending,0,,0,
Aphanopetalum resinosum,Aphanopetalum,Aphanopetalaceae,2,25,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Pilostyles blanchetii,Pilostyles,Apodanthaceae,2,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Batis maritima,Batis,Bataceae,138,1377,processed,1,wave_00003_reproductive_wikimedia,3,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Berberidopsis corallina,Berberidopsis,Berberidopsidaceae,3,11,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Bixa urucurana,Bixa,Bixaceae,2,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Mariopteris nervosa,Mariopteris,Callistophytaceae,1,3,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Desfontainia fulgens,Desfontainia,Columelliaceae,6,77,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Geocaulon lividum,Geocaulon,Comandraceae,30,123,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cooksonia pertoni,Cooksonia,Cooksoniaceae,1,15,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Flabellaria borassifolia,Cordaites,Cordaitaceae,3,9,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Crossosoma californicum,Crossosoma,Crossosomataceae,3,246,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Degeneria vitiensis,Degeneria,Degeneriaceae,2,30,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Didymeles integrifolia,Didymeles,Didymelaceae,2,95,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Cephalaria leucantha,Cephalaria,Dipsacaceae,19,47,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Doryanthes palmeri,Doryanthes,Doryanthaceae,5,13,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Euptelea polyandra,Euptelea,Eupteleaceae,6,1693,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
Gigantopteris bosschana,Gothanopteris,Gigantopteridaceae,1,2,processed,1,wave_00003_reproductive_wikimedia,0,,pending,0,,0,,not_applicable,0,,0,,not_applicable,0,,0,,False,not_applicable,0,,0,,processed,1,wave_00037_reproductive_multilingual_recovery,0,,pending,0,,0,
