accepted_species,axis,trait_name,normalized_value,raw_value,exact_supporting_excerpt,original_source_url,archive_url,archive_timestamp,archive_cdx_digest,retrieved_at,page_response_sha256,page_content_fingerprint,normalized_excerpt_fingerprint,source_lineage,source_citation,source_group,source_type,source_tier,identity_match,cultivar_status,wild_or_cultivated,extraction_rule,review_status
Brassiophoenix schumannii,floral_structural_complexity,flower_size_class,small,staminate flowers 7-9 mm.,staminate flowers 7-9 mm.,https://palmpedia.net/wiki/Brassiophoenix_schumannii,https://web.archive.org/web/20241214012936id_/https://palmpedia.net/wiki/Brassiophoenix_schumannii,20241214012936,4BYAPPLCYCCEHJELKRQDF3AXWAIAITSK,2026-08-12T15:31:11.824577+00:00,bc5ed739b27eb4cf4a06caba0965e15390444d1fd9f4714421e058f89ebbc772,cb88401039cb468bf3935da99d873052e4bbcf006554fd5b912ac6520e166f46,4504ee64988e80fde6b2a8a36e99e2efd3717e1b113e67fed002567d16ef01a4,provider_treatment:palmpedia:Brassiophoenix_schumannii,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis mirabilis,flower_colour,flower_primary_color,yellow_orange,"FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;","FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;",http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,https://web.archive.org/web/20200105120806id_/http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,20200105120806,PVCDGKE5JHRH2OCPXDCPCRPFUI4LSWR4,2026-08-12T15:31:14.914239+00:00,f84361d46655511800a2ab2b2db447d4b658fef156a4fc31609f4e084e431e1a,40fcf372226b67216749c00e06dc3374f98abe708157de802ccc057c1426d82e,47b88bc437cfac805a1962fb4c34b397bf52d57ff4c04761243599329d42eefa,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis mirabilis,floral_structural_complexity,flower_size_class,very_small,"FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;","FLOWERS at anthesis rounded, orange, about 1.8 mm in diam.;",http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,https://web.archive.org/web/20200105120806id_/http://www.palmpedia.net:80/wiki/Dypsis_mirabilis,20200105120806,PVCDGKE5JHRH2OCPXDCPCRPFUI4LSWR4,2026-08-12T15:31:14.914239+00:00,f84361d46655511800a2ab2b2db447d4b658fef156a4fc31609f4e084e431e1a,40fcf372226b67216749c00e06dc3374f98abe708157de802ccc057c1426d82e,47b88bc437cfac805a1962fb4c34b397bf52d57ff4c04761243599329d42eefa,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Astrocaryum standleyanum,floral_structural_complexity,flower_size_class,small,Female flowers 6-8 mm long including stigmas.,Female flowers 6-8 mm long including stigmas.,http://www.palmpedia.net:80/wiki/Astrocaryum_standleyanum,https://web.archive.org/web/20200124124735id_/http://www.palmpedia.net:80/wiki/Astrocaryum_standleyanum,20200124124735,PREDVVQ4VZBGLBZ7WTIFTYYVNBZAFWUB,2026-08-12T15:31:17.830231+00:00,4a1dd4c59511432c976688af51b36d6fb8bc1d2bcf8ce62e4874c1a6c7bd5889,93d1a166157c0fa4477cd74d578cd921c07db682a21481fdaa16f7fd0d736dcb,a75f2f8645d0920a4b708ff606cae0c7435baf24ce9a30cc59c27a421c451b77,original_citation:borchsenius_f_1998,"Borchsenius, F. 1998",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Eugeissona tristis,floral_structural_complexity,floral_form,tubular,"petals to 6 cm, tubular at the base, distally split into 3 spine tipped woody petals;","petals to 6 cm, tubular at the base, distally split into 3 spine tipped woody petals;",http://www.palmpedia.net:80/wiki/Eugeissona_tristis,https://web.archive.org/web/20200121193731id_/http://www.palmpedia.net:80/wiki/Eugeissona_tristis,20200121193731,7GWPH7BY2UKT6GU74MSQ7M7C7S2VICDI,2026-08-12T15:31:19.114173+00:00,e75c8451e7fb78fa40ea2341538cd76b065a66efca992c39d0c62726110b2297,5c4858e87e310ad036f0359bc4e3d6ca82967d47a09572e2e4529caeaa95c3be,6b7d8a61c3424e562ec32a4a56c376d5beeecee4fd3c22d546ee4e4a5a504807,provider_treatment:palmpedia:Eugeissona_tristis,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_floral_form_v1,pending_manual_review
Dransfieldia micrantha,flower_colour,flower_primary_color,blue_purple,"micrantha is monoecious (both male and female flowers are borne on the same plant), and bears small purple flowers, followed by olive-shaped black fruits.","micrantha is monoecious (both male and female flowers are borne on the same plant), and bears small purple flowers, followed by olive-shaped black fruits.",http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,20200124142957,B7HVO4ERGLRWKP6Z6YYGFENZFW22VEYD,2026-08-12T15:31:21.065744+00:00,d0ab8b6c6fb127afb1717bea8e4ac1bc49a13067cae4797ee30120efda196327,079b3626d2ae69d86d51d4be4f76ab7b65b1a801bcb6bc1df0a2ac8bfdb9fa6a,88177c0f68238b5c862fe936b2eed4f324c46401c380dd75ee2260053e3e2541,original_citation:w_j_baker_s_zona_ch_d_heatubun_k_lewis_k_lewis_r_a_maturbongs_and_m_v_norup_2006,"W.J. Baker, S. Zona, Ch.D. Heatubun, K. Lewis, K. Lewis, R.A. Maturbongs and M.V. Norup. 2006",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dransfieldia micrantha,floral_structural_complexity,flower_size_class,very_small,Staminate flowers 4.5–5.5 x 2.2–3.4 mm.,Staminate flowers 4.5–5.5 x 2.2–3.4 mm.,http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,20200124142957,B7HVO4ERGLRWKP6Z6YYGFENZFW22VEYD,2026-08-12T15:31:21.065744+00:00,d0ab8b6c6fb127afb1717bea8e4ac1bc49a13067cae4797ee30120efda196327,079b3626d2ae69d86d51d4be4f76ab7b65b1a801bcb6bc1df0a2ac8bfdb9fa6a,166c4cf635bd5a76aa11bfb7211966568d12c5d2bb894967cc7a0cee50faf482,original_citation:w_j_baker_s_zona_ch_d_heatubun_k_lewis_k_lewis_r_a_maturbongs_and_m_v_norup_2006,"W.J. Baker, S. Zona, Ch.D. Heatubun, K. Lewis, K. Lewis, R.A. Maturbongs and M.V. Norup. 2006",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dransfieldia micrantha,floral_structural_complexity,flower_size_class,very_small,Pistillate flowers 3.8–4.3 x 3.3–3.9 mm.,Pistillate flowers 3.8–4.3 x 3.3–3.9 mm.,http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,https://web.archive.org/web/20200124142957id_/http://www.palmpedia.net:80/wiki/Dransfieldia_micrantha,20200124142957,B7HVO4ERGLRWKP6Z6YYGFENZFW22VEYD,2026-08-12T15:31:21.065744+00:00,d0ab8b6c6fb127afb1717bea8e4ac1bc49a13067cae4797ee30120efda196327,079b3626d2ae69d86d51d4be4f76ab7b65b1a801bcb6bc1df0a2ac8bfdb9fa6a,f10e7ae22993e12764e10ff060d18aa75cca6f76ccdbabe5a6e436fdd2257718,original_citation:w_j_baker_s_zona_ch_d_heatubun_k_lewis_k_lewis_r_a_maturbongs_and_m_v_norup_2006,"W.J. Baker, S. Zona, Ch.D. Heatubun, K. Lewis, K. Lewis, R.A. Maturbongs and M.V. Norup. 2006",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Manjekia maturbongsii,floral_structural_complexity,flower_size_class,small,"Staminate flower 6.5-8 mm long, 2.5 ?","Staminate flower 6.5-8 mm long, 2.5 ?",http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,https://web.archive.org/web/20200118131249id_/http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,20200118131249,ERLQ5ZQIBKFT4522MQBC3OXYPKANXX2J,2026-08-12T15:31:22.505213+00:00,8f449d48eb15e409243cbc6101f852d2fe51ec333adbc8857345eed61f421d57,485fc5521c57c1aaa4e80b800cd7108e851e645ff5304ebe1b36b51bfd8cf259,4a7ce3eb6b9eb9f3f571365e5507d471c555b4e31c4747a33aa211a78fb12c19,provider_treatment:palmpedia:Manjekia_maturbongsii,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Manjekia maturbongsii,floral_structural_complexity,flower_size_class,very_small,"Pistillate flower 4.5-5 mm long, c.","Pistillate flower 4.5-5 mm long, c.",http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,https://web.archive.org/web/20200118131249id_/http://www.palmpedia.net:80/wiki/Manjekia_maturbongsii,20200118131249,ERLQ5ZQIBKFT4522MQBC3OXYPKANXX2J,2026-08-12T15:31:22.505213+00:00,8f449d48eb15e409243cbc6101f852d2fe51ec333adbc8857345eed61f421d57,485fc5521c57c1aaa4e80b800cd7108e851e645ff5304ebe1b36b51bfd8cf259,96bfb1e2a8a695c69c0c7aef591f1e336911689ab357dc056a8722ca4fe12976,provider_treatment:palmpedia:Manjekia_maturbongsii,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Ptychosperma waitianum,floral_structural_complexity,flower_size_class,small,Flowers densely dark-lepidotel staminate flowers 6-7 mm.,Flowers densely dark-lepidotel staminate flowers 6-7 mm.,https://palmpedia.net/wiki/Ptychosperma_waitianum,https://web.archive.org/web/20250715174056id_/https://palmpedia.net/wiki/Ptychosperma_waitianum,20250715174056,CET572M3MRDJFJKXZIP6LSR5YPUIKDGZ,2026-08-12T15:31:25.517366+00:00,594e1bae72e1de0a8d6b2cf9310be74a128279177d0d6a2f16bfb728201c2f75,7c04950c71e2bd05e238d47f46e4833331a122b61e80c84b641886b2dd85b3c6,4a2105b918a64cad24ed9f9340781334cf52d49bec527c5a8b07b52146fc04b4,provider_treatment:palmpedia:Ptychosperma_waitianum,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Dypsis ampasindavae,flower_colour,flower_primary_color,white,FLOWERS cream;,FLOWERS cream;,http://www.palmpedia.net:80/wiki/Dypsis_ampasindavae,https://web.archive.org/web/20200124143524id_/http://www.palmpedia.net:80/wiki/Dypsis_ampasindavae,20200124143524,2QFWSFANIUEJWFV4HTMDSJ7UWPCHYTAW,2026-08-12T15:31:28.461411+00:00,d39c7088b4bcf930ffbc650b22e76962403999d3e0a660a29e9074b2b2618ee5,3a10eab01057cde2cc330a412a0424ef850408fe5042d4d474df821a5e895fa4,0b7a1a9ebacceb33b6b4d4ae79f30837e1702fd0154944cdcbe999a9afd65c2f,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Maxburretia gracilis,floral_structural_complexity,inflorescence_display,solitary,"Flowers solitary or inserted in groups of 2–3, bisexual, anout 2 x 1.5 mm, stamen filaments fused into a conspicuous about 2.5 mm long tube, shortly adnate to corolla basally, gynoecium about 1 mm long, densely covered by silky hairs.","Flowers solitary or inserted in groups of 2–3, bisexual, anout 2 x 1.5 mm, stamen filaments fused into a conspicuous about 2.5 mm long tube, shortly adnate to corolla basally, gynoecium about 1 mm long, densely covered by silky hairs.",http://www.palmpedia.net:80/wiki/Maxburretia_gracilis,https://web.archive.org/web/20200217170247id_/http://www.palmpedia.net:80/wiki/Maxburretia_gracilis,20200217170247,MADMAFCOJCUMFVG646XE6HVU2GYBAGY7,2026-08-12T15:31:29.400028+00:00,53dce8d1ea3011a0a77dcb45cec5337df4f72734a0ec501fd48b084c6d4d4c54,59a7a6ecbd2037e1d6eb743abe504a16785ca9537a32f86e6b7b8b79be3fdbe6,c372645419936013cc0220d64149f43e6c2a7cf5b686b2365d3f70f782ae7100,original_citation:dr_andrew_j_henderson_2009,Dr. Andrew J. Henderson 2009,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_solitary_flower_v1,pending_manual_review
Physokentia insolita,flower_colour,flower_primary_color,white,"Flowers cream-colored in bud: staminate flowers asymmetric, 5.5-7 mm.","Flowers cream-colored in bud: staminate flowers asymmetric, 5.5-7 mm.",https://palmpedia.net/wiki/Physokentia_insolita,https://web.archive.org/web/20250619010918id_/https://palmpedia.net/wiki/Physokentia_insolita,20250619010918,U3ONCJPQSK2YY4DQKQ5XTXKFJMCXXVSY,2026-08-12T15:31:34.586566+00:00,587c7fb9f0b9959479d7d5b2e58f2ad10edbcd3d08dbdb5a45adbd697d4a4ac3,fa61c5c02625027d5712f08760df568d3e4a76f4debb2ed7f42928e0e1d49faf,ca308cd4f5da5fc765b4ae2e59541ea05beaa7e3a74832108f16387cfa65d3ef,original_citation:h_moore_1969,H. Moore. 1969,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Physokentia insolita,floral_structural_complexity,flower_size_class,small,"Flowers cream-colored in bud: staminate flowers asymmetric, 5.5-7 mm.","Flowers cream-colored in bud: staminate flowers asymmetric, 5.5-7 mm.",https://palmpedia.net/wiki/Physokentia_insolita,https://web.archive.org/web/20250619010918id_/https://palmpedia.net/wiki/Physokentia_insolita,20250619010918,U3ONCJPQSK2YY4DQKQ5XTXKFJMCXXVSY,2026-08-12T15:31:34.586566+00:00,587c7fb9f0b9959479d7d5b2e58f2ad10edbcd3d08dbdb5a45adbd697d4a4ac3,fa61c5c02625027d5712f08760df568d3e4a76f4debb2ed7f42928e0e1d49faf,ca308cd4f5da5fc765b4ae2e59541ea05beaa7e3a74832108f16387cfa65d3ef,original_citation:h_moore_1969,H. Moore. 1969,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Pritchardia munroi,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"inflorescences composed of 1-5 panicles, shorter than petioles in flower and fruit, panicles branched to 2 orders, rachillae permanently clothed with thick, uniform, grayish brown hairs;","inflorescences composed of 1-5 panicles, shorter than petioles in flower and fruit, panicles branched to 2 orders, rachillae permanently clothed with thick, uniform, grayish brown hairs;",http://www.palmpedia.net:80/wiki/Pritchardia_munroi,https://web.archive.org/web/20200124083221id_/http://www.palmpedia.net:80/wiki/Pritchardia_munroi,20200124083221,HSJLOO3LNEPFIVUD4M2TMCBKIS5COKGB,2026-08-12T15:31:35.552117+00:00,52b58eab1719225bd17f36281ec1f9aab1cfb0842bf4a58e49aa78562b2f6f7e,59341495730db6a83bed19adefaaadf362b041bbd04ad14468bcfeb8bba3151b,7ac33aa74a091675509e7f4640a89529d1d877cfb8616ca7ef2c59d77b4abd45,provider_treatment:palmpedia:Pritchardia_munroi,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_inflorescence_v1,pending_manual_review
Wallaceodoxa raja-ampat,floral_structural_complexity,flower_size_class,small,"Pistillate flowers 5-6 × 3.5-4 mm near anthesis, cream to light green;","Pistillate flowers 5-6 × 3.5-4 mm near anthesis, cream to light green;",http://www.palmpedia.net:80/wiki/Wallaceodoxa_raja-ampat,https://web.archive.org/web/20200129185445id_/http://www.palmpedia.net:80/wiki/Wallaceodoxa_raja-ampat,20200129185445,H6GPOGF4SY2QAOZVDZJORNCP2DP7B26M,2026-08-12T15:31:36.081925+00:00,3d7434e38f9f152e08264a16e89f132ba766bf49e2ecc41655dc26525c6f9dd0,3f3f5cb1589c6f237685bc95d6af7a7ea071ac0487cc653785ae712ed9cfc404,b7c1e335cb3494047c6964564f626f7559ee548de3f1c72718c228eabe7b5a77,original_citation:baker_couvreur_2012,Baker & Couvreur 2012,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Astrocaryum murumuru,floral_structural_complexity,floral_form,tubular,"corolla of the pistillate flower vase-shaped, or tubular often shallowly contracted at the middle or at the distal third (like a 8), large enough to encompass the proximal part of the stigmas.","corolla of the pistillate flower vase-shaped, or tubular often shallowly contracted at the middle or at the distal third (like a 8), large enough to encompass the proximal part of the stigmas.",http://www.palmpedia.net:80/wiki/Astrocaryum_murumuru,https://web.archive.org/web/20200124084316id_/http://www.palmpedia.net:80/wiki/Astrocaryum_murumuru,20200124084316,NDLWGP53YXIUNT4NMOD5W366OAJXOSNS,2026-08-12T15:31:37.811135+00:00,0adcd7aa516be58e5e041c9cc2a2094bdba50d080ffd2cefdc5107916f23cce7,a65056f4fba148b0951c65d8619a28bf55643c7dec82cc296c38fe2c9dca2b4f,1f6350ff2bfaf13611e720a6d6cbdd4a16d8a796be5d75e5e7b2f933e43f6375,provider_treatment:palmpedia:Astrocaryum_murumuru,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_floral_form_v1,pending_manual_review
Saribus papuanus,floral_structural_complexity,inflorescence_display,solitary,"Flowers solitary or in clusters of 2-4, ca 1.2 mm long, sessile on superficial pulvinuli, with an inconspicuous bracteole;","Flowers solitary or in clusters of 2-4, ca 1.2 mm long, sessile on superficial pulvinuli, with an inconspicuous bracteole;",http://www.palmpedia.net:80/wiki/Saribus_papuanus,https://web.archive.org/web/20200217170833id_/http://www.palmpedia.net:80/wiki/Saribus_papuanus,20200217170833,WGF7ZU2BLT2VNSFXYFT23EMK3FIQLOYS,2026-08-12T15:31:40.508326+00:00,c82f487667ca18bfb04af8c9ca89b50d1751311fbc7da64a24276fae8ef6467b,b6888f832bce69964107db605ba69c979fecf8a82cd699fbc0bebbc95d2e62c7,ddfa3f8ebab16c9fd8474dc7cb8be0715a05afca408b54abeb6417aa75f8de9e,provider_treatment:palmpedia:Saribus_papuanus,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_solitary_flower_v1,pending_manual_review
Saribus papuanus,flower_colour,flower_primary_color,yellow_orange,"Recent collections from Yapen Is, such as Arisoi HA1 (MAN), have yellow flowers and orange-red fruits.","Recent collections from Yapen Is, such as Arisoi HA1 (MAN), have yellow flowers and orange-red fruits.",http://www.palmpedia.net:80/wiki/Saribus_papuanus,https://web.archive.org/web/20200217170833id_/http://www.palmpedia.net:80/wiki/Saribus_papuanus,20200217170833,WGF7ZU2BLT2VNSFXYFT23EMK3FIQLOYS,2026-08-12T15:31:40.508326+00:00,c82f487667ca18bfb04af8c9ca89b50d1751311fbc7da64a24276fae8ef6467b,b6888f832bce69964107db605ba69c979fecf8a82cd699fbc0bebbc95d2e62c7,6e36282b777909ee6542b30095f4ecae493e6dfffc318cbc6d59c730a1b050f6,provider_treatment:palmpedia:Saribus_papuanus,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Saribus papuanus,flower_colour,flower_primary_color,yellow_orange,flowers are yellow;,flowers are yellow;,http://www.palmpedia.net:80/wiki/Saribus_papuanus,https://web.archive.org/web/20200217170833id_/http://www.palmpedia.net:80/wiki/Saribus_papuanus,20200217170833,WGF7ZU2BLT2VNSFXYFT23EMK3FIQLOYS,2026-08-12T15:31:40.508326+00:00,c82f487667ca18bfb04af8c9ca89b50d1751311fbc7da64a24276fae8ef6467b,b6888f832bce69964107db605ba69c979fecf8a82cd699fbc0bebbc95d2e62c7,60aee9f0129f51ed3f84826e728f2c8f43660b6370d28ee39803964a5fe2d1dd,provider_treatment:palmpedia:Saribus_papuanus,Palmpedia species treatment,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis nossibensis,flower_colour,flower_primary_color,blue_purple,"petals purplish white, 4.4-4.5 x 5 mm, fleshy, ovate, slightly acute, inserted on the edge of a fleshy receptacle about 3 mm high and 4 mm in diam.;","petals purplish white, 4.4-4.5 x 5 mm, fleshy, ovate, slightly acute, inserted on the edge of a fleshy receptacle about 3 mm high and 4 mm in diam.;",http://www.palmpedia.net:80/wiki/Dypsis_nossibensis,https://web.archive.org/web/20200105120816id_/http://www.palmpedia.net:80/wiki/Dypsis_nossibensis,20200105120816,KN7HWPJI3IDBQW66WJP4JLTOORAD4DDC,2026-08-12T15:31:42.112175+00:00,839409727e32f36f3f122851999f7fcbb498eef9541f09969dc7af459dc9a256,d398e4c4935bf49f4cbf4d7973982076ab8c411e96e194debf725e5c3d5aba50,c814dd304e9a3a67d698fe3a34dd661392529081d8f8b8fec689155321293c82,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Dypsis nossibensis,flower_colour,flower_primary_color,blue_purple,"petals purplish white, 7-8.3 x 7 mm, broadly ovate, acute, hooded;","petals purplish white, 7-8.3 x 7 mm, broadly ovate, acute, hooded;",http://www.palmpedia.net:80/wiki/Dypsis_nossibensis,https://web.archive.org/web/20200105120816id_/http://www.palmpedia.net:80/wiki/Dypsis_nossibensis,20200105120816,KN7HWPJI3IDBQW66WJP4JLTOORAD4DDC,2026-08-12T15:31:42.112175+00:00,839409727e32f36f3f122851999f7fcbb498eef9541f09969dc7af459dc9a256,d398e4c4935bf49f4cbf4d7973982076ab8c411e96e194debf725e5c3d5aba50,ee9cd1251e4bd9e39d6817cfe8df1c231f65d771f07ec0fd9f1f13f6ec74e55c,original_citation:j_dransfield_and_h_beentje_1995,J. Dransfield and H. Beentje. 1995,palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_flower_colour_v1,pending_manual_review
Heterospathe barfodii,floral_structural_complexity,flower_size_class,very_small,"Staminate flower 2.9-3.7 mm long, 2.7-3.3 mm in diam.","Staminate flower 2.9-3.7 mm long, 2.7-3.3 mm in diam.",https://palmpedia.net/wiki/Heterospathe_barfodii,https://web.archive.org/web/20250804225703id_/https://palmpedia.net/wiki/Heterospathe_barfodii,20250804225703,6AATER2W6VYXZWUNKQT7Q4OCKNKP5T3F,2026-08-12T15:31:42.695605+00:00,db22ebb6e143b1156c467a3cdef194e61b9f8ffa6e3707fa1275468c9a02711d,a650e0bc3352e713bf8597dd679d2a1178f3a7e3d7559ae76c11b38b6af939a8,6708de4d42263078415b68c9693b9e64e2e495581404707603c533e19de07bd6,original_citation:l_m_gardiner_j_dransfield_j_marcus_and_w_j_baker_2012,"L.M.Gardiner, J. Dransfield, J.Marcus and W.J.Baker. 2012",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
Heterospathe barfodii,floral_structural_complexity,flower_size_class,very_small,"Pistillate flower immature, bud about 4.9 mm long, about 2.7 mm in diam., globose-ovoid, deep maroon;","Pistillate flower immature, bud about 4.9 mm long, about 2.7 mm in diam., globose-ovoid, deep maroon;",https://palmpedia.net/wiki/Heterospathe_barfodii,https://web.archive.org/web/20250804225703id_/https://palmpedia.net/wiki/Heterospathe_barfodii,20250804225703,6AATER2W6VYXZWUNKQT7Q4OCKNKP5T3F,2026-08-12T15:31:42.695605+00:00,db22ebb6e143b1156c467a3cdef194e61b9f8ffa6e3707fa1275468c9a02711d,a650e0bc3352e713bf8597dd679d2a1178f3a7e3d7559ae76c11b38b6af939a8,fe0df444ee68ee8cb1deb842875829a4e268cd3624a8ed4283153b6ca62f130e,original_citation:l_m_gardiner_j_dransfield_j_marcus_and_w_j_baker_2012,"L.M.Gardiner, J. Dransfield, J.Marcus and W.J.Baker. 2012",palmpedia_palmweb_archive_medium_pilot,specialist_species_treatment_or_original_monograph_republication,B_medium_candidate,exact_species_page_title_and_master,wild_species_treatment,species_treatment_mixed_media_excluded,palmpedia_explicit_whole_flower_measurement_v1,pending_manual_review
