candidate_id,trait_name,accepted_correct,cultivar_status,reviewer,reviewed_at_utc,audit_reason,accepted_species,normalized_value,source_url,source_lineage,source_excerpt,deterministic_order
WFO8-01543,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Prinsepia uniflora,small,https://list.worldfloraonline.org/wfo-0000986080,provider_treatment:flora_of_china_efloras:wfo-0000986080,Flowers 8–10 mm in diam,0b6fb2c2c09b7bd38928292d2232c21e2f91c34f0653c3f98ca37fd9c7399b97
florml-cf448d83c5703bc1feb1ad8d,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Bleekrodea insignis,very_small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Bleekrodea insignis:4e4ac69b7cc320cd254b1a0b93181b8cabadfab5a57daac4e283e8fa9b87a7b0,"Inflorescences axillary, solitary, bisexual or staminate and 0.7-2 cm wide or pistillate and uniflorous; peduncle 0.5-1.2 cm long, minutely puberulous; staminate flowers: pedicel 0.5-1.5 mm long, perianth 1.5 mm long, puberulous, stamens 2-2.5 mm long, anthers c. 1 mm long; pistillate flower(s): perianth 3-4 mm, in fruit up to c. 6 mm long, densely puberulous, style 3-6 mm long, stigmas 3-8 mm long; bracts ovate to narrowly ovate, 2-3 mm long, puberulous, bracteoles narrowly ovate to subulate, 3-5 mm long, puberulous.",16cc81842d9a62b941cee27b7f2d32b09581e61c96f105071d8cf0992f3ec797
WFO8-01357,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Moricandia sinaica,small,https://list.worldfloraonline.org/wfo-0000369728,provider_treatment:flora_of_pakistan_mbg:wfo-0000369728,"Flowers about 1 cm across, pink or violet",1c78f65589b482810012bb3257bd46bfd67ced5fccadb939192f37b5047bc918
wfo-fna-foc-e9072483f0958626cc492892,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cochemiea dioica,small,https://files.worldfloraonline.org/files/eFloras/FNA/FNA.zip,provider_treatment:fna:Cochemiea dioica,"Flowers 10-22 mm; outermost tepals entire or short fringed; inner tepals cream, usually with pinkish or reddish midstripes, longer in bisexual flowers, 5.4 mm diam.; stigma lobes yellow to greenish yellow or brownish green, 8 mm.",1e418d82a0a4fc982f3bcc6689ade33bc14dda1153035d0c40de0c6b43778935
WFO8-01758,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Tetragonia tetragonoides,small,https://list.worldfloraonline.org/wfo-0000414976,provider_treatment:flora_zambesiaca_kew:wfo-0000414976,"Perianth-segments (3)4(5), up to 8 mm",259665b723b07a5fdd6ba7025584bb44e7f4f7c8b7e09e3d235a7186028bd02c
florml-1cc112e8462d8fa7550d7aa1,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Thottea paucifida,small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Thottea paucifida:279c3a14ef350daf9a07d3a45c7df5e35e3007fb7ef7f0f8d6d13f49e8cad3ee,"Perianth cream colour, cupular, 6 mm long, with loose reticulations; tube 3 mm long, densely papillate inside; lobes subrotund or triangular, 3 by 3.5 mm, sparsely puberulous inside, apiculate at the apex.",2b6354ce7f0dcad760a10318274ae77f5a9bcf08ba189280f1b1fe6d8e7155fb
WFO8-01303,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Lyperia violacea,small,https://list.worldfloraonline.org/wfo-0000446516,provider_treatment:e_flora_south_africa:wfo-0000446516,"Flowers laxly racemose, ± 6-14 mm diam",2d06924904cbb0082a756c690ff06b0df130d1e2fbdb69932766e95e2c8c9857
WFO8-01610,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Roystonea regia,very_small,https://list.worldfloraonline.org/wfo-0000298342,provider_treatment:flora_of_pakistan_mbg:wfo-0000298342,"Female flowers 3-4 mm long, white",30acfe98f84e07533a4266ef5a11801a35a872d81755c7a0a482bf0695d51207
florml-39203e7dc07e2dd6ad2acc0e,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Thottea borneensis,small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Thottea borneensis:98bc6582c7ca2c471e57048bdde071b38ac84f38718b0986bead8b4c06aa21aa,"Perianth cupular, 8-12 mm long, c. 15 mm ø, dark purple; densely pubescent outside, sparsely puberulous inside; tube 4-6 mm long; lobes semi-orbicular or broadly ovate, 4.5-6 by 4.5-9 mm, erect, at anthesis the marginal part re-flexed and the base biauriculate.",378e3a48686106ac8a2550ee916eef8217f5d3560c38617b09ee91c5fbfa9fdf
florml-35960b52b2aa96ee426e3b2b,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Triomma malaccensis,very_small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Triomma malaccensis:d5cfdef75d9d1b3e8f6a2fb1ff52f5418ad78b2fad3e68171805f7774e8facb6,"Flowers male 2 mm long, ♀ 3 mm.",3a5c8ea69f557b534045343d85613cde26d441cce99d2d939daaea9c77490154
SEQ1-0002,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Sicyos mawhai,small,https://www.nzpcn.org.nz/flora/species/sicyos-mawhai/,provider:nzpcn_species_factsheet,"Male flowers: pedicels 3.5–27 mm long; hypanthium broadly campanulate, 3.8–4.2 mm diameter; calyx lobes linear, c.1.2mm long; corolla rotate, 7–13 mm in diameter, 5-lobed, the lobes rounded–triangular, 2.0–3.5 mm long; disc c.2 mm diameter; staminal column 1.8–2.2 mm long; staminal head 1.9–2.4 mm diameter.",3ab86fc240d4a60bf5d132705820695e6c398cff1ad050af3d6bce49c38783fe
WFO8-00681,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Capparis decidua,medium,https://list.worldfloraonline.org/wfo-0000584647,provider_treatment:flora_of_pakistan_mbg:wfo-0000584647,Flowers 1-2 cm across on 1-1,3d5a07213b0377b4b4f83fcdf926f184d9af898533051870f480ba97b33b6ace
WFO8-01042,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Fortuynia bungei,small,https://list.worldfloraonline.org/wfo-0000691634,provider_treatment:flora_of_pakistan_mbg:wfo-0000691634,"Flowers 10-15 mm ac¬ross, whitish or pale lilac",3dac3268e0bfed1a13f8d6a9235531e25842e76a7a3edca2ee56cc2576b836ae
WFO8-00743,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cienfuegosia digitata,large,https://list.worldfloraonline.org/wfo-0000604618,provider_treatment:flora_zambesiaca_kew:wfo-0000604618,Flowers 3·5–4 cm,3ddc8086e04a47e478dd71dce4dd1fe420e1b34eddc8dfaaf286177fd28c8422
WFO8-01244,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Kosteletzkya adoensis,small,https://list.worldfloraonline.org/wfo-0000356233,provider_treatment:flora_zambesiaca_kew:wfo-0000356233,Flowers 1–1·5 cm,439c060e12613597c666a11afe77b2ee9b99fea856b14bccfacd616b187c67f0
WFO8-01243,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Korthalsella japonica,small,https://list.worldfloraonline.org/wfo-0000357525,provider_treatment:flora_of_china_efloras:wfo-0000357525,"Female flower ellipsoid or ovoid in bud, 5-7 mm",4cf2f927afdd08c3bc207d782e60e01ac3136c14899aa597a9eecfe405ae01d4
WFO8-01770,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Tribulus pentandrus,small,https://list.worldfloraonline.org/wfo-0000457854,provider_treatment:flora_of_pakistan_mbg:wfo-0000457854,"Flowers yellow, 1 cm or less across",4e3ec37362e10a3779004162c9ee1f4fb3baf875369fe9cfb2dd446a95ad8043
WFO8-00719,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cereus jamacaru,very_large,https://list.worldfloraonline.org/wfo-0000597243,provider_treatment:e_flora_south_africa:wfo-0000597243,"Flowers funnelform, 21-30 x 15-20 cm",50091221d060a14cb84d1c1ed1a30a026f74b67435f6b1c2136f99578b5547a7
WFO8-00765,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cleome rupicola,small,https://list.worldfloraonline.org/wfo-0000611566,provider_treatment:flora_of_pakistan_mbg:wfo-0000611566,"Flowers 6-7 mm across, deep yellowish-brown",53bbcd8d14b20a6affc9f63fb16ce70b84603c3ef3395d71fe873dd9bc91d160
WFO8-00923,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Dicerocaryum senecioides,medium,https://list.worldfloraonline.org/wfo-0000645030,provider_treatment:flora_zambesiaca_kew:wfo-0000645030,Flowers 17–27 mm,5f7f06f7ae2e17a799c028608314818f89f3b742f2cab2ee521f9c3a5139808f
WFO8-01251,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Laggera alata,small,https://list.worldfloraonline.org/wfo-0000089788,provider_treatment:flora_of_china_efloras:wfo-0000089788,"corolla of disk florets 7-8 mm, 5-lobed",635d0b337ace5aab407bf9729dbb6431eb8f28d1888fe4cf898fbbf090a3a853
WFO8-00924,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Dichotomanthes tristaniicarpa,small,https://list.worldfloraonline.org/wfo-0001003508,provider_treatment:flora_of_china_efloras:wfo-0001003508,Flowers 5–9 mm in diam,635f75666157446e9b62155fa07fbb1c58817d47ebd9b0084d5bc5fc16f7cc49
WFO8-01353,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Moraea polystachya,large,https://list.worldfloraonline.org/wfo-0000784857,provider_treatment:e_flora_south_africa:wfo-0000784857,"perianth with outer segments 36-50 mm long, violet to pale blue with yellow to orange nectar guides on outer segments",63ca6d69803742cd7d4aac3ad5a802b73c869ee5856be40a54cf0284e0ffa571
WFO8-00717,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Ceratophyllum submersum,very_small,https://list.worldfloraonline.org/wfo-0000832288,provider_treatment:e_flora_south_africa:wfo-0000832288,Male flowers up to 2 mm in diameter,66170abc81613ad9d21121a0650fae92c9183b4a862034a4cd047d8544a76ecd
WFO8-00906,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Debregeasia wallichiana,very_small,https://list.worldfloraonline.org/wfo-0000638918,provider_treatment:flora_of_china_efloras:wfo-0000638918,"Male flowers shortly pedicellate, obovoid in bud 1 mm in diam",6b1bbd406ecfea4ca248cc09657624e1918aafabbf2bd1345ab689a8f79f888a
WFO8-00840,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cotoneaster subadpressus,small,https://list.worldfloraonline.org/wfo-0001015901,provider_treatment:flora_of_china_efloras:wfo-0001015901,Flowers 4–6 mm in diam,7a74359d56be9cc0b3cb74ae399711ba50503866c16de729005306a734bc4e3b
WFO8-00839,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cotoneaster soongoricus,small,https://list.worldfloraonline.org/wfo-0000987722,provider_treatment:flora_of_china_efloras:wfo-0000987722,Flowers 8–9 mm in diam,852e665896e493bffc168b133a18162e378296aa3492dc5550aaa00e4d3ccb29
WFO8-00816,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cotoneaster ambiguus,small,https://list.worldfloraonline.org/wfo-0001002380,provider_treatment:flora_of_china_efloras:wfo-0001002380,Flowers 7–8 mm in diam,918d97cefcd1a7a820d14a938bea58bad886e46996ac18e801e6db9a3a27d87d
florml-39118e29189746612f9accc5,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Rhynchospora hookeri,very_small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Rhynchospora hookeri:161be2d4e68f464bad886eefa0b6cf068a813e6240cec5a3e078ee2a3c54189b,"Bristles in the bisexual flower 6, antrorsely scabrous, ferrugineous, slightly exceeding the nut, c. 5 mm, in the ♂ flower 0-2, 1-2 mm long.",9793df82397c4ac3e11f02bcef50724382f5131848d73a57f11ae054b09bda40
WFO8-00530,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Anticharis senegalensis,small,https://list.worldfloraonline.org/wfo-0000538893,provider_treatment:flora_of_pakistan_mbg:wfo-0000538893,"Corolla 9-10 mm, c",9cd003cf3225a66c5c28c53b010e96ce01cd55c0240a5cf0535e47291005d728
WFO8-01272,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Lepistemon owariensis,medium,https://list.worldfloraonline.org/wfo-0000157130,provider_treatment:flora_zambesiaca_kew:wfo-0000157130,"Corolla white, up to 1·8 cm",9f6a55d1ffe560fd6cabe31d70f798e7a095bdc513a161716f14f6a6f72fe4f0
WFO8-01004,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Eruca sativa,medium,https://list.worldfloraonline.org/wfo-0000677401,provider_treatment:flora_of_pakistan_mbg:wfo-0000677401,"Flowers large, 15-20 mm across, whitish to dull yellow or dirty white",a099c7615d778b12748c2a4bd6a5084654fea6647eef0df0905b8f0cdf48e1dd
florml-75073d0d94de449f89f07be4,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Dillenia hookeri,large,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Dillenia hookeri:e92063fc61c54f01200e762c095b65f8094af06595dd88d3dbd475a8e6c27f0a,"Flowers single, rarely 2, terminal, 4-5 cm diam., the pedicel with 3 verticillate bracteoles; bracteoles lanceolate, 20-3 5 by 7-10 mm.",b2113de984770bdcac854f32519258ee9a22dc4fc93feac22afaf8ccdd2283e2
florml-e8c41e6cdbfa3e36291d6657,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Hemsleya peekelii,small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Hemsleya peekelii:a9ac504adb822f09c3f4b05df262cb101d4d588695732a6baaf0053dda616dae,"Male flowers: pedicel 2.5-3.5 mm long, sparsely minutely hairy; perianth 3-4 mm diam.; receptacle shallow, 0.1-0.2 by 0.5-1 mm, sparsely hairy outside; sepals 1-1.5 mm long; petals ovate, elliptic or oblong, 1.5-2 mm long, subacute; filaments 0.5-0.6 mm long, glabrous; anthers ovoid or ellipsoid, c. 0.3 mm diameter.",b54e3bc18597aa35c01ebd1b090f18397f2b91136cf26d52bb92bf211cbb0692
WFO8-01095,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Gymnocarpos decander,small,https://list.worldfloraonline.org/wfo-0001264156,provider_treatment:flora_of_pakistan_mbg:wfo-0001264156,"Flowers sessile, pentamerous, 5-7 mm long and c",b6fc5e9cd2c05a40453dc16b75eefbafc7950d4e7b823287fe44c1e9f4235f4f
florml-aea290e915c57452b60c2199,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Benincasa pruriens,large,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Benincasa pruriens:21d0a15bc195e6177a3a9cca278b3c5e8493c129314bb7548fb140678ba8b88f,"Flowers large, in male 6-10 cm diameter.",bfefe0570cbec60f0d10acbb9f579c925813ff7669a101a29619e6bb3a26b810
WFO8-01876,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Ziziphus spina-christi,small,https://list.worldfloraonline.org/wfo-0001131308,provider_treatment:flora_of_pakistan_mbg:wfo-0001131308,"Flowers 4-6 mm across, greenish yellow",c1768325bb0ec23f0b0643a45fb6aca43bebe253ec29d5293c35eeb6d9dd0204
florml-2e77501b61b5052adba5678e,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Kibara flagelliformis,small,https://files.worldfloraonline.org/files/Flora%20Malesiana/github/Flora%20Malesiana%20final%20files/Flora%20Malesiana%20final%20files.zip,florml-content:Kibara flagelliformis:ce00d09449230415e81dc7e3750cf8699b1d0dbe1133424cc33f41c991171011,"Male flowers obovoid, 3 mm long, with 4 rounded tepals surrounding a widely open ostiole (sometimes another pair of tepals (bracts) about the middle of the receptacle), 4 large stamens and c. 3 smaller stamens in the centre; filaments wide, strap-shaped, c. 2 mm long, wider than the small triangular anthers.",c29bdf0791a7c94d565af74ac539926d9e24d7a1d95a5e78d93db90a6ec584aa
WFO8-00911,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Delosperma cooperi,large,https://list.worldfloraonline.org/wfo-0000639477,provider_treatment:e_flora_south_africa:wfo-0000639477,corolla 30-60 mm in diameter,d4ac0a41e9ab467f7d6ff2d4665206ad4daf2eb246ac186c4cf6b0ddd0b591a1
WFO8-01186,flower_size_class,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Hypoxis angustifolia,medium,https://list.worldfloraonline.org/wfo-0000668192,provider_treatment:flora_zambesiaca_kew:wfo-0000668192,Perianth 10–18 mm in diameter when open,d783f8bfac3c320c6a467249c14eeeba61cf4ffb0a0a18f6a5f7d868fb757f10
wfo-fna-foc-9daccf2b23afd2c95a3ad2e7,inflorescence_display,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Luisia cordata,few_flowered,https://files.worldfloraonline.org/files/eFloras/Flora_Of_China/Flora_Of_China.zip,provider_treatment:flora_of_china:Luisia cordata,"Inflorescences 2- or 3-flowered; floral bracts distichous, broadly ovate, ca. 3 mm, acute.",08e41ec269c8425887c9cf6ee5b551bcf9f8d2fcbfb3d6a29345f583d5730029
wfo-fna-foc-1e2fd83960e66940be70b24a,inflorescence_display,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Cola heterophylla,umbel_corymb,https://files.worldfloraonline.org/files/Flora%20d%27Afrique/WFO-fdac.zip,provider_treatment:flora_d_afrique:Cola heterophylla,"Arbuste'de 1-3 m de haut; ramilles légèrement pubescentes, devenant rapidement glabres.'Feuilles'alternes, simples, entières ou 2-3-lobées, glabres, papyracées à subcoriaces; stipules rapidement caduques, cuspidées, de ± 10 mm de long, densément pubérulentes; pétiole de 1-13 cm de long, pubescent surtout au sommet ou glabrescent, à poils courts et recourbés; limbe entier, obovale-elliptique à oblong-elliptique, cunéiforme à la base, brusquement rétréci au sommet en un acumen de 1-2 cm de long, de 10-25 cm de long et 5-10 cm de large; limbe 2-3-lobé atteignant jusque 25 cm de long, à base cunéiforme, tronquée ou subcordée à lobes ± acuminés au sommet, le médian pouvant atteindre 10 cm de large; sinus atteignant ± le 1/4-1/3 de la longueur; nervure médiane des limbes entiers et les basales des limbes lobés parfois éparsement pubérulentes sur les 2 faces.'Cymes'légèrement supra-axillaires, pauciflores, densément tomenteuses-ferrugineuses; rachis de 1,5-3 cm de long; bractées petites, rapidement caduques.'Fleurs'à pédicelle de 3-6 mm de long, articulé au-dessous du calice, pubescent; calice campanule, à 4-5 lobes de 4 mm de long, pubérulent sur la face externe, densément papilleux sur la face interne.'Fleurs'♂ ne dépassant pas 8 mm de long, à androphore de ± 3 mm de long, glabre, portant 1 couronne staminale de 10-12 loges polliniques de 2-2,5 mm de long.'Fleurs'♀ et ☿ de 12-13 mm de long, à ovaire de 5-6 carpelles à 2 rangées de 3(4) ovules; couronne de loges polliniques de 1-1,5 mm de long; styles courts, pubescents; stigmates ± circinés, noirâtres.'Fruits'à pédicelle de 1-2 cm de long; follicules subsessiles ou à stipe de ± 8 mm de long, subcylindriques, à bec de 0,5 cm de long, de 3-5,5 cm de long et 1,3-1,7 cm de large, éparsement pubescents, ± ridés à l'état sec.'Graines 4-6 par follicule, plan-convexes, de 1,2 cm de long et 0,8-1 cm de large; spermoderme fibreux.",19ca02dee27ad49ce704f8903919d89e0a82af7c67fdb537fa1ad45b3cd5a7e7
wfo-fna-foc-4b6cd11c9f3f765231f44819,inflorescence_display,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Guizotia scabra,umbel_corymb,https://files.worldfloraonline.org/files/Flora%20d%27Afrique/WFO-fdac.zip,provider_treatment:flora_d_afrique:Guizotia scabra,"Capitules hétérogames, multiflores, hémisphériques, subsessiles à pédonculés, rassemblés par 3-4 en cymes lâches ou denses; pédoncules de 0.2-6.0 cm de long, ± poilus-scabres, rarement glabres, souvent munis des poils glandulaires; bractées involucrales externes (5-)8, lancéolées, plus longues que les internes, de 7-15 mm de long, aiguës au sommet, ± poilues-scabres, ± ciliées sur le bord; bractées involucrales internes scarieuses, ovales, de 4-6 mm de long, aiguës à acuminées au sommet, ciliées sur le bord.",1d7808d2a41910015523129efb825e658bbf4268d34c7d8bb2ab71aa07fc324e
wfo-fna-foc-9f58d87467f431924e5ab8fb,inflorescence_display,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Eurya patentipila,solitary,https://files.worldfloraonline.org/files/eFloras/Flora_Of_China/Flora_Of_China.zip,provider_treatment:flora_of_china:Eurya patentipila,"Flowers axillary, solitary or to 3 in a cluster.",211475a5c5f89436b6178d05723fdd1712c2fb5ba189da1dd3ed4c005f03f954
wfo-fna-foc-d17c214fa6bc26f9f2eb6c49,inflorescence_display,true,wild,Codex cached-artifact trait-specific recovery audit,2026-08-13T15:10:00Z,"Accepted-name species-direct record; exact source excerpt, stable URL, same-trait ontology mapping, provenance and source lineage rechecked.",Synostemon bacciformis,solitary,https://files.worldfloraonline.org/files/eFloras/Flora_Of_China/Flora_Of_China.zip,provider_treatment:flora_of_china:Synostemon bacciformis,"Female flowers in distal axils, solitary, 3-4[-5.5] mm in diam.; pedicel 1-1.5[-4] mm; sepals oblong-lanceolate, 2-2.8 × 1-1.4 mm, apex [acute or] acuminate; disk absent.",21887f32335f9aaa0338af8a9b6d9a54041d7c01368cce775a1153491105a372
